book,chapter,verse,bororo_text,has_unusual_char
Mateus,17,18,"Boe jokodu jire inagomode oino tai: tare kogudo woe moto kejeboe jamedu boe, kogudodumode baru tada jamedu. Tare kiwuje woe moto kejeboe jamedu boe, kiwujedumode baru tada jamedu",False
Mateus,17,19,"Inagomode tai awu inoduji kimo: ia tagi tamode tado pobe tu tagogwamagudu tabo iaboe boe bogai ma, Ioga baru tadawu umode maku tagai",False
Mateus,17,20,"Mare paga karega, iaboe emode tudo pobe tu je rakudu, pobe ma awu metuia bokware rakudu ikie tabo ma, nono iragojemode ebo. Boe etugare pegarewu",False
Mateus,17,21,"Dukodi icare, Pedro ure tuburedo ji, akore ji: - Cegimejera, inoba iwudugugodumode imana ro pegai iiwu keje? Jii ikera awubodure pobe taci ikea awubowuto du reore na?",False
Mateus,17,22,"Jesus akore: - Imagomodukare tu oinono tu rugaduie, mare jii je rugadu",False
Mateus,17,23,"Mare paga karega, Pao o boe pemegarewu remagudure moto kejewu ia brae eimejera ui tuiagu tudugarege edo mori maku pudai du reore",False
Mateus,17,24,"Nowu ui turoiagu inodu jitu kejere, boe etaregodure ia umode morido diiero makaguragarewuji du apo",False
Mateus,17,25,"Mare umode morido tu emaboe bokware apo, dukoia nowu brae eimejera akore makuduiagu toreduje apo, tore ebo, toroe jamedu tabo, dutabowo ure nowu umode moridoboe morido",False
Mateus,17,26,"Dukodi icare nowu utugare ure tubujodo moto keje jokorai, okwamagudure ji, akore: - Awudugugo ii jao, dukejere imode jamedu boe morido akai",False
Mateus,17,27,"Nowu brae eimejera, togudu kuricigoi apo dutabore, akore ji: Atudo! Boe jamedu boe moridodure",False
Mateus,17,28,"Kuri tudui piji dukejere, nowu utugare jorudure ia tumeduia umode morido biega tu pudaiwuji, ure tugera kogudo ruwo kajeje, boce kodi umodukare okwado ake koia, akore ji: - Cewu amode morido inaiboe makinai",False
Mateus,17,29,"Nowuia buture bure paru, okwamagudure ji, akore: - Ado oino ia jao tu je. Imode jamedu boe morido akai",False
Mateus,17,30,Mare biapagakare akoinoduji. Ure boedo cewu tumeduia barigu baicorewuto jii ui nowu tumode maku pudaiboe morido du kae,False
Mateus,17,31,"Metage, tuiorudui nowu inodu jitu keje, ekiarigodu kuricigore, icare eture nowu cimejera ae ereadodure biegai nowu inoduji",False
Mateus,17,32,"Icare cewu eimejera makore bogai, akore ji: - Itugare pegarewu! Iwudugugodure ai, akogwamagudure ii dukoia",False
Mateus,17,33,Kodiba awudugugodukare nowu ameduiaji nono iwudugugodu magai ai du reore?,False
Mateus,17,34,"Kodire nowu brae eimejera korigodure, ure maku rorerure boeiwuge etai jii, ui nowu tumode moridoboe jamedu boe maku pudai du kae",False
Mateus,17,35,"Oinore Ioga baru tadawu romode tai, tawudugugodu kai tamanaji, tawieji, tawabo jamedu boe tabo dukeje",False
Mateus,19,1,"Jesus, tumagoi nowu bataru jitu rekodaji, uture Galiléia piji, Judeia kae, Jordão kujebiji",False
Mateus,19,2,"Ia boe makarewuge ekodure apo, ure kogodureuge emedui etodadu epemegago",False
Mateus,19,3,"Ia fariseudoge ekodure ae tunorawo ji, tui tagokogado jitu tabo, egore ji: - Umode turugadu ia imedu ji tuwo toreduje barigu tubiji iaboe boe koia?",False
Mateus,19,4,"Jesus akore ewadaru jipagi: - Taeruduwakare bapera atugo inoduji: Ure boe jamedu boe towujewu boe paruto ure imedu towuje, ure aredu towuje,",False
Mateus,19,5,"Akore: Kodire imedu umode tugera ra tuo piji, tuje piji, mugumode toreduje apo, icare ei pobedu emode nono tui mito tu je dukodiwore?",False
Mateus,19,6,"Nowu inodu tabo ekare pobe pugeje, mare ere mito tu je. Kode, imedu umodukare Paore mugudo puapowuge ewarigu pubiji",False
Mateus,19,7,"Icare Fariseudoge egore: - Kode, kodiboe Moisés ure boedo bapera maku barigudureu aredu ai, barigudumodedu otodai?",False
Mateus,19,8,"Jesus akore ei: - Mare paga karega, ewabo pegarewu koiare Moisés rore oino. Mare boe paru keje, ukare ino",False
Mateus,19,9,"Boe jokodu jire imode inodu awadudo tai: cewu ure tuwire ewariguwuge, ei tugoge pemegado du rekodaji, tumuguwo iarodo apo pugejewuge eiamedu boe, ero peganure",False
Mateus,19,10,"Nowu ure joruduwadowuge egore ji: - Oinono umode imedu ji, aredu ji ma, kode, inodu keje, pemegamode emugukawo puapo",False
Mateus,19,11,"Icare Jesus akore: - Boe eiamedu karega emode awu bakaru kodiboe pawuje, mare makudure aiwuge tu rugadu",False
Mateus,19,12,"Mare paga karega, iage eroiwakare tuwirewo turedu koia, iagere ino mare ia etumedage eigoia, iagerema, ere tudo oinono taidu koia, Pao o boe pemegarewu koia. Roiware tuwo pawujewuge emode pawuje. Jesus mare boe etore kugure",False
Mateus,19,13,"Boe ere ia boe etore kugure ecedo ae uwo tugera bu ewugeje, okwamaguduwo eparu tabo, mare ure joruduwadowuge ere erodo boku ji",False
Mateus,19,14,"Icare Jesus akore ei: - Boro! Ekugure etudo itae, tagaba erodo boku ii, mare paga karega, Pao o boe pemegarewu jetumode tu ure tudo nono awuge kugure ereorewuge ebo tu je",False
Mateus,19,15,Dukejere ure tugera bu ewugeje. Dukeje uture nowu piji. Iparedu oroe kurireu,False
Mateus,19,16,"Ia boe kajeje, ia iparedu ure tuburedo Jesus ji, unoragodure ji, akore: - Ikimejera, kakoduwu boe pemegarewu jiba ikodumode, ikoduwo baruto?",False
Mateus,19,17,Jesus akore ji: - Kodiba anorare ii boe pemegarewu bogai? Paore pemegare tu je. Akaidumode akoduwo baruto dukeje arodo nono Pao Aroe Eimejera ui boe eroiagudu reore,False
Mateus,19,18,"Akore: - Inoba? Kakoduwuba? Jesus akore: - Amodukare boe ewido, akera keadu kaba, akiwogu kaba, akaba boe ewadaraodo",False
Mateus,19,19,"Ameartorudo aoji, aceji, amearudu kurimode amedagei areore",False
Mateus,19,20,Icare nowu iparedu akore: - Irore ino nowu jamedu boeji jii je. Kaboba okwa kimore inai?,False
Mateus,19,21,"Jesus akore: -Akaidumode apemega remawuwo dukeje, toro, akirodo akoroe jamedu boe tabo, maku marenarue etai, nowu inodu koia boe pemegarewu kurireu mugumode atogi baru tada. Dukejere, mato itabo! Tumearudui nowu inodu jitu keje, nowu iparedu uture tugiarigodu kuricigo tabo, mare paga karega, oroe kuricigore kodi",True
Mateus,19,23,"Nowu inodu keje, Jesus akore nowu ture joruduwadowugei: - Boe jokodu jire inagomode oino tai: Raka remawunure ia oroe kurireu uwo turemo baruto",False
Mateus,19,24,"Inagomode tai pugeje: ure turugadu ia camelo tuwo tuie bu meriricira pororogu kajeje, mare ia oroe kurireu rema uwo turemo baruto dure, ema karega",False
Mateus,19,25,"Awu bakaru keje, nowu ure joruduwadowuge erore toku, epagudugodure, dutabore enoragodure: - Kode, ioguduba umode cinorudo?",False
Mateus,19,26,"Jesus aiwore ei tu je, akore: - Nowu inodu ime eroiwamodukare ji; mare Paorema ia roiwamodukare jiboe bokwa",False
Mateus,19,27,"Dukejere Pedro akore: - U! Kode, cere cegera ra boe jamedu boe piji. Kaboba morimode ema cenai?",False
Mateus,19,28,"Jesus akore: - Boe jokodu jire imode awadudo tai: Ia kodiwu maiwu pemegarewu keje, Imedu Onaregedu umode tumugudo tumuga pemegarewu keje, dukeje, tagire tagodure itabodu, tamode tamugudo ikera pudogidure pobe taci ikera awubowutowu boe emuga keje, tawo tagogado ure nono ikera pudogidure ikerako umode pobe turegodajiwu reorewu Israeldoge etuwobei",False
Mateus,19,29,"Cewu tumearudu kuri koia iiwuge emode tugera ra tumanamage, tuwiemage, tuo, tuje, tore, epiji, tuwai pijiwuge, duwuge nowu inodu makudumode etai pugeje du makaguragamode, eemode jii je jamedu",False
Mateus,19,30,Boetojiwu makaguragarewuge ekodumode boi; boiwu makaguragarewuge ekodumode boetoji,False
Mateus,20,1,"Jesus akore pugeje: - Pao o boe pemegarewu ure nono ia boe etuo utui barogwa kododu tabo, tuioruduwo iaboei ma, tumagowo ei etuwo to boepa kae du reore",False
Mateus,20,2,"Akore tumoduie morido diieroji mito tu tu meri ji, ure etudo to boepato",False
Mateus,20,3,"Meri akurui gu baruto dukeje, uture pugeje, dutabore jorudure iaboe eedui ba oiagi paga tu je duji",False
Mateus,20,4,"Akore ei: Tadudo ino boepato jamedu, imode mori pemegado tagai",False
Mateus,20,5,"Eture rugadu. Meri jetui baru oia keje dukeje, uture pugeje. Meri jogodu tabo pugeje, rore nono turomagai iagei du reore",False
Mateus,20,6,"Boekarema, meri rekodugodu tabo, jorudure iagei ba oiagi pugeje, unoragodure ei: - Kodiba taedu pagare jii meri ji taro kai ia taroji dutabo?",False
Mateus,20,7,"Egore: - Mare paga karega, boe emagokare cei kodi. Kodi icare akore ei: - Tadudo ino boepato jamedu",False
Mateus,20,8,"Icai meri buture dukeje, cewu ore boepa cewu akore ture jetu boepa jiwuji: - Amagodo maragodureuge ewogai, awo mori maku etai, paru bu kodure boiwuge ewugeje jii boetojiwuge etae",False
Mateus,20,9,Cewu meri butu kejewuge etaregodure; eiamedu boe enore diiero mito tu tu pureore,False
Mateus,20,10,"Aregodure cewu boetojiwuge etae dukeje, emeardaere mori kurimoduie pudaiduji. Mare eno diierore mito tu tu pureore jamedu",False
Mateus,20,11,"Makudui etai dukeje, emago pegare nowu ore boepacewuji tagoi",False
Mateus,20,12,"Boigoduwuge emaragodaerogu biegare tu je, macare enore nono pago reore; pagire pabewure pai meri ji boe eruji jii je",False
Mateus,20,13,"Dukodi icare eimejera makore ia ei: - Imeduia, ikarega ure aekuri pagado. Imagokare imoduie morido diiero mito tu tu je duji?",False
Mateus,20,14,"Makudure akaiwu, toro tabo. Imire itaidure iwo kodure boigoduwu odo nono ako reore,",False
Mateus,20,15,"kode, iromodukare nono itaidu reore inoroeji? Kode, akaiwomode ii aeku pegarewu tabo ipemega bogai?",False
Mateus,20,16,"Nowu inodu reore, kodure boiwuge boetojiwugemode emage, boetojiwuge boiwugemode emage. Pao makore bogaiwuge emagaguragare, mare ure tugeragu jiwuge enowarore tu je. Jesus makoi tuwiji, tujewoduji, metuia bokware pugejedu",False
Mateus,20,17,"Erudunure Jerusalém kae du tonajire icare Jesus ure tugeragu ture joruduwadowugei paci woje pudabo, akore ei",False
Mateus,20,18,"Icare parudunure Jerusalém kae. Nono Imedu Onaregedu makudumode baire eimejerage etai, escribadoge etai, emode boedo bito",False
Mateus,20,19,"Emode maku ao pegokarewuge etai ewadaru keadu pegawo ji, ewo pogurudo, ewo barigodudo, ewo redugodudo pudui, ewo boe to ji, ewo bu i padui pugajejedu keje. Mare meri pobe ma jewu metuia bokware dukeje, jewodumode. Zebedeu ore",False
Mateus,20,20,"Nowu inodu keje, Zebedeu ore etuje ure tuburedo tu tore ebo, ure tubujodo tuku Jesus jokorai togwamaguduwo ji",False
Mateus,20,21,"Icare Jesus unoragdure ji: - Kaba jiba akaidure? dutabore nowu aredu akore. - Awo awu itore ei pobedu edo tumugudo ako boe pemegarewu keje akabo: ia mugudo akana pemegarewu jaogwai, ia mugudo akana koborewu jaogwai",False
Mateus,20,22,Jesus akore ji: - Taeruduwakare kaboba bogaiba tagogwamagudure. Tagudumode ikudumode ce calice to boece? Egore: - U,False
Mateus,20,23,"Akore: - Boe jokodu, tagudumode ino calice to rugadu. Mare tamugui ikana pemegarewu jaogwai, iarema ikana koborewu jaogwai, nowu inodu imi karega; nowu boe emugare tu Ioga ure jeonaiagu jiwuge ewogai",False
Mateus,20,24,"Ia ure joruduwadowuge ei ikera pudogidure emearudure nowu inodu jamedu boeji, dukoia ekorigodure nowu tumedage ei pobeduji",False
Mateus,20,25,"Mare Jesus makore eiamedu bogai, akore ei: - Taeruduware awu moto kejewu brae eimejerage emugui tudugarege ewugejeduji, kurireuge ei tumugudo ewugeje turo rakarewu tabo duji",False
Mateus,20,26,"Mare tagaba oino pudada. Mare paci oino: cewu aidure tuwo tugurido, u rumode boe etugaredo pudumi",False
Mateus,20,27,"Aidure tuwo boetojiwudo pudumi tadodawu, umode tadugaregedo pudumi",False
Mateus,20,28,"Oinore Imedu Onaregedu rore: aregodure, mare tudugaregewo boece karega, mare boe etugarewo pudumi. Jamedu tuwo tumagu tuwo makarewuge einorudo. Jesus ui ia joku bukwarewu ime ei pobedu pemegagodu",False
Mateus,20,29,"Jesus unure tudawuje ia bakurireu iei Jericó cedu piji, du tonajire icare ia boe makarewuge ekodure apo",False
Mateus,20,30,"Du tabore ia joku bokwarewuge ere pobe tu tumugui awara okwai, tumearudui Jesus kodui nono dukeje, ekudugodure, egore: - Cegimejera, Davi onaregedu, akogududo cedabo",False
Mateus,20,31,"Mare nowu boe makarewuge emago okorire ei emago kaiagu. dutabore icare ere tugudu raka remawudo: - Cegimejera, Davi Onaregedu, akogududo cedabo",False
Mateus,20,32,"Icare Jesu ure tuwuredo, makore etae, unoragodure ei, akore: - Kaboba tagaidure irowo ji tagai?",False
Mateus,20,33,"Egore: - Cegimejera, ceeku uwo tuiado du bogai",False
Mateus,20,34,"Icare Jesus okudure ebo, ure tugera jetudo eeku kajeje. Du inodu tonaji kuri je, eeku ure tuiado poku, dukejere ekodure apo",False
Mateus,21,1,"Jesus ure tuburedo Jerusalemji nowu ture joruduwadowuge ebo. Icai taregodui babuturogu iei Betfajé mugui Oliveira kejewu aoporu puredu tu je du kae dukeje, Jesus makore ia ture joruduwadoge ei pobe tu je duji, akore ei",False
Mateus,21,2,"Tadudo bakurireurogu mugui tu padogi du kae. Nono taerudumode ia jumentorogu okwa iku kogui tu nono duji, onaregedurogu rakojere tu apo. Okwa iku kiwuje, mato ebo itae",False
Mateus,21,3,"Iaboe emagomode tai dukeje, tamagodo ei: - Cegimejera aidure ei jao; raimodukare umode emagu tu tuibagi pugeje",False
Mateus,21,4,"Oino dutabore boe kodure profeta bataru reore: 5""Tamagomode Sião tadawu aredu ji: Ica, icare akimejera aregodumode akae tubemega tabo, tumugui ia jumentorogu, jumenta onaregedu keje dutabo” (Zaq 9,9",True
Mateus,21,6,"Cewu Jesus ure joruduwadowuge eture, erore nono ui turoiagudu reore rugadu",False
Mateus,21,7,"Etaregodure jumenta apo, onaregedurogu apo, ere tugudae bu bukeje, ere Jesus udo tumugudo keje",False
Mateus,21,8,"Dukodi icare makarewu boe ere tugudae baado awara ji otodai, ere ipo, iwara, itura boe kado, ere roto ja ja awara ji jamedu",False
Mateus,21,9,"Cewu boe makarewuge ekodure otodaiwuge, ekodure rekodajiwuge enoiogwarire, egore: -Hosanado Davi Onaregeduji, cewu akaru meririreu aregodui Pao ie tabodu, paegarewo ji toro baruto",False
Mateus,21,10,"Jesus ui turemo Jerusalém to dukeje, nowu bakurireu tadawuge erore toku, ekodo jice, ekodo woje, tunora tabo pui: - Kakoduwubao?",False
Mateus,21,11,Makarewuge egore: - Jesus reno! Galiléia kejewu bakurireurogu iei Nazaré cedu pijiwu profeta reno. Jesus ui ure akirodo Pao uwai tadawuge ewarigu baawadu kaedu,False
Mateus,21,12,"Jesus ure turemo Pao uwai kurireuto, dukejere jeture pa! boe eroi akiró tabo puai Pao uwai tada duji. Kodi icare ure ewarigu baawadu kae; kodi icare ure nowu ro oinowuge emuga ira boe butudo",False
Mateus,21,13,"Akore ei: - Bapera atugo batarure oino tabaru tabodu: “Iwaire boe enogwamagudu epa rema, dure icare tare arodureuge, okwarigudureuge eiarido ema“ (Jer 7,11",False
Mateus,21,14,"Dukeje icare, joku bokwarewuge, pogora meiorewuge etaregodure ae, ure epemegago",False
Mateus,21,15,"Du tabore icare baire eimejerage, escribadoge, ekorigodu kuricigore, taiwoi nowu ro pemegarewu kurireu boeji, tumearudui boe etore enoiogwarii Pao uwai tada eegoi: “Paegarewo Davi Onaregeduji” inoduji dutabo",False
Mateus,21,16,"Icare egore Jesus ji: - Amearudure egoinoduji? Jesus akore: - U! Imearudu pemegare. Tamago tamagokare bapera atugo akoi: “Nege kugure, boe etore kugure eedui tujemage etodojiwuge eiabijiwuge eigoiare ere akurido” (Sl 8,3) inodu jituji?",False
Mateus,21,17,"Nowu inodu kjere icare uture epiji, uture bakurireu piji, turagojewo ia bakurireurogu iei Betânia cedu keje. Jesus jorudui ia figueira i jidu",False
Mateus,21,18,"Barogwato, meri togi, tui tugirimi bakurireuto pugeje dukeje, Jesus uke boire ji",False
Mateus,21,19,"Tuiorudui ia figueira iji awara okwai dukeje, ure tuburedo ji, mare jorudukare tuduji: aru rugadure ure tu je. Dukodi icare akore nowu figueira iji: - Atudumodukare jii rugadu",False
Mateus,21,20,"Kuri je, nowu figueira i bire. Tuiorudui nowu inodu jitu keje, ure joruduwadowuge epagudugodure, egore: - U! Icare awu figueira bire taci je",False
Mateus,21,21,"Icare Jesus akore: - Boe jokodu jire imode awadudo tai: Tameartoru remawumode ma, taromodukare awu inoduji tu je, mare jamedu tagagomode awu toriraireuji: akorodo oino toro pobo maerewuto, dukejere nowu inodu umode ino rugadu",False
Mateus,21,22,"Tagogwamagudumode dukeje, tagogwamagudure bogaiboe jamedu boe makudumode tagai. Jesus ro raka",False
Mateus,21,23,"Jesus uture jice Pao uwai kae pugeje. Tui boe eeruduwado nowu Pao uwai tada du tonaji, baire eimejerage, boe kuridoge, codudoge, ere tuburedo ji, egore ji: - Kakoduboe koiaba ure arodo ino? Ioguduba koiaba ure aroiagu ino?",False
Mateus,21,24,"Jesus akore ei: - Inorawo tai jamedu ka: Tamode tagogiegi ji ma, dukejere imode tawie kakoduboe koiaba ure irojino",False
Mateus,21,25,"Tamagodo ii: Kaba ro raka koiaba João Batista ure boe etaopegodo? Pao Aroe Eimejera ro raka koia kana? Iarema ime ero raka koia na? Dukejere ere tumeardae kado kado boeji, egore: - Pamagomode Pao Aroe Eimejera ro raka koiaie, ino ma, akomode: Kode kodiba tameartorukare ji?",False
Mateus,21,26,"Pagagomode ime eigoiaie, ino ma, pabagudumode boe makarewugece, mare paga karega, boe eiamedu boere emeartorure profetaie ure Joãoce duji",False
Mateus,21,27,"Du icare egore Jesus ji: - Ceeruduwakare! Icare Jesus akore: - Kode, imi jamedu imodukare tawie kaba koiaba ure irodo inoduji jamedu. Boe etore ei pobedu",False
Mateus,21,28,"Dukodi icare Jesus akore ei pugeje: - Inoba tameardaemode? Ia imedu orere pobe. Tumagoi boetojiwu ae dutabo, akore ji: Imedu, toro, amaragoduwo ino boepa tada awuji",False
Mateus,21,29,"Du tabore cewu onaregedu akore ji: Boro. Itaiduka. Mare kuri je inodu korire ji, kodi icare uture rugadu, tumaragoduwo tuo boepa tada",False
Mateus,21,30,"Du tabore icare cewu ipare etuo makore ia tonaregedu ae, akore ji nono tago magai ia jitu reore. Icare nowu onaregedu rekodajiwu akore: U, ioga. Mare utukare rugadu",False
Mateus,21,31,"Kakoduwu ia emageba rore nono tuo aidu reore?. Egore: - Boetojiwu. Icare Jesus akore ei: - Boe remawu jire inagomode oino tai: Ropegarewuge, ropegarewu areme etaregodumode baruto tagoda piji",False
Mateus,21,32,"Paga karega, João aregodure tagae awara jetororewu tabo, mare tameartorukare ji. Mare ro pegarewuge, ropegarewu areme emeartorure ji. Tagi taerudure inoduji, mare takare tabemegado tameartoruwo ji. ,,Boepa tadawu ime pegarewuge",False
Mateus,21,33,"Jesus akore ei pugeje: - Tawiapagado ia bakaruji pugeje ka: ia boe etuo ure ia boepa bu, ure tori aiado tabo, ure ia pobo aia mugudo tada, ure ia bairaireu towuje keje. Tui maku ia jetumode jiwuge etai, dukejere, uture nowu moto piji",False
Mateus,21,34,"Icai boe aregodui boewo tugeragu nowu boepa tadaboe jitu dukeje, ure ia tudugarege etudo toro nowu jeture boepa jiwuge etae, ewo tugeragu nowu boepa tadaboeji",False
Mateus,21,35,"Mare nowu jeture nowu boepa jiwuge, ere tubodo nowu utugarege ebo, ere boe to iato, ere ia bito, iage ere tori to ei",False
Mateus,21,36,"Boekare, ure iage emagodo toro cewuge ekori pugeje. Erore nono turo magai cewuiage ei du reore jamedu",False
Mateus,21,37,"Icarema, tonaregedu remawure icare ure utudo toro pugeje, tagoi: Awu itonaregedu jire eromodukare ia turo",False
Mateus,21,38,"Mare nowu jeture nowu boepa jiwuge, tuiorudui onaregedu jitu keje, egore pui: Ica, awu aire uo oe makudumode ai; pawo bito, pagiwo pagoere nowu oemode emaboece",False
Mateus,21,39,"Icare ere tubodo apo, ere tawuje boepa piji, icare ere bito",False
Mateus,21,40,"Kode, nowu ore nowu boepa cewu, ui tugirimi dukeje, inoba romode nowu jeture nowu boepa jiwugei?",False
Mateus,21,41,"Egore: - Umode nowu meridoge Aroe pegarewuge ewidodudo togudu bokwa tabo, dukeje umode iage eto ji pugeje, duwuge emode nowu boepa tadaboe makai boe aregodui pudae dukeje",False
Mateus,21,42,Icare Jesus akore ei: - Tamagokare bapera atugo akoi: “Ure bai mugudo tori tabowuge ere pijidowu tori icare ema remawure ema pugeje. Pagimejera maragodae rema du jire paebogodure ji”?,False
Mateus,21,43,"Dukodire imagomode oino tai: boe pemegarewu baru tadawu arududodumode tabiji, makudumode iaboe etai, nowuge eigoiare emode kurodureboe tawuje piji pugeje dukoia",False
Mateus,21,44,Buture awu tori kejewu romode ja... rito nowu ri buture kejewu begugwamode ri kuda,False
Mateus,21,45,"Baire eimejerage, fariseudoge emearudure nowu inoduji, ere boe pawuje pudui raboduie Jesus akoinoduji",False
Mateus,21,46,"Eemarure tuwo tugeragu ji, mare epagudure boece, emearudure profetaie ema kodi",False
Mateus,22,1,"Jesus makore boei pugeje ia bakaru tabo pugeje, akore",False
Mateus,22,2,Boe pemegarewu kejeboe ure nono ia brae eimejera awu moto kejewu ui tonaregedu uwiredo du reore,False
Mateus,22,3,Du makore tudugaregei emagowo ture bakarudo jiwuge ewogai. Mare etaidukare tuduwo bataru jipagi,False
Mateus,22,4,"Dukejere, ure iage etudo pugeje, tagoi ei oino dutabo: Tamagodo ire bakarudo jiwugei: inagu tapiradoge, inagu jugorewuge ewararu kuricigoi dure ire ewido. Boe jamedu boere turugadu, mato peta kae",False
Mateus,22,5,"Mare boekare, ekare tuwiapagado nowu akoinoduji. Iage eture to boepato, iage eture ia turo kae",False
Mateus,22,6,"Iage ere tubodo nowu utugarege ebo, emago pegare ei, etokire ei, ere ewido",False
Mateus,22,7,"Nowu brae eimejera, tumearudui nowu inodu jitu keje, korigodu kuricigore, ure to tugobaigarege etudo toro ewo cewu pegarewuge ewido, ewo joru tugu nowu eno bakurireuto",False
Mateus,22,8,"Dukejere makore nowu tudugaregei, akore: Petare turugadu, mare ire bakarudo jiwuge ekare turugadu ji",False
Mateus,22,9,"Tadudo awara padui pugajejedu boe kae, bakarudo tu tu taerudumode jiwuge eiameduji etuwo mato peta kae",False
Mateus,22,10,"Ere taodo toro awara boeji, ere tuiorudure jiwuge eiamedu boe ere tudo pui, pegarewuge, pemegarewuge. Dukodi icare boe enogwagemode tadawu bai kurireu okorobadure bakarudodure jiwuge ebo",False
Mateus,22,11,Nowu brae eimejera ure turemo tuioruduwo ei. dutabore icare jorudure ia imedu ukai tugudae pemegarewu tugu pudui duji,False
Mateus,22,12,"Icare unoragodure ji: Imedu, kodiba are aremo woe akadui peta kejewu akudae tugu ai dutabo? Boekare, nowu imedu akokare ia tago",False
Mateus,22,13,"Icare nowu brae eimejera makore tudugaregei, akore ei: Tageragu ji, buregogudo, ieragogudo, barigu toro baawadu kae, boecorewuto, nono boe eto akomode do do do do do pui nono",False
Mateus,22,14,"Mare paga karega, bakarudodure jiwuge emagaguragare, mare tawujedure epijiwuge enowarore tu je. Boe enoroe mori makudui César aidu",False
Mateus,22,15,Dukejere icare fariseudoge ere tudo pui emagore pui inoba turomode tuwo tugeragu Jesus ji jepaga inoduji ia bataru boe keje,False
Mateus,22,16,"Dukejere icare ere ture joruduwadowuge etudo toro, Herodes jaogwaiwuge ebo, enorawo Jesus ji, emagowo ji: - Cegimejera, ceeruduware akie amagore boe rikireuji, akie are boe eeruduwado Pao aewu awara ji boe jokodu, boe remawu tabo, apagudu kai boece dutabo. Mare paga karega, akaiwokare boe eeji dukodi",False
Mateus,22,17,"Kode, amagodo cei ka: Inoba ure aegai: umode turugadu boewo toroe mori maku César ai, iarema umodukare turugadu?",False
Mateus,22,18,"Icare Jesus, tui emeardae pawuje dukeje, akore: - Kodiba tagago kogadodure ii, ro biadodureuge?",False
Mateus,22,19,Iorududo tare maku maku César aiwu meririji ka! Icare ere iado mito tu je ai,False
Mateus,22,20,"Icare Jesus unorare ei: - Ioguduba padure awu meriri keje, awu tuwadaru tabo?",False
Mateus,22,21,"Egore: - César reno! Dukodi icare Jesus akore ei: - Kode, César jeonare jiboe maku César ai. Pao jeonare jiboe maku Pao ai jamedu",False
Mateus,22,22,"Eebogodure nowu akoinoduji, ekare tagokogado ji pugeje, eture piji. Boe enorai Jesus ji boe eewodu jiboe jitu",False
Mateus,22,23,"Nowu meri mitoduji, saduceudoge, duwugere egore boe eewodumodukae, enoragodure Jesus ji",False
Mateus,22,24,"Egore: - Cegimejera, Moisés akore: “Ia imedu bimode tore bokwa tabo dukeje, oreduje mugumode uwie apo, oinodu tabo oremode” (Deut 25,5",False
Mateus,22,25,"Aro! Umanamagere ikera awubodure pobe taci ikera awubowutodu reore. Boetojiwu uwiredodure, icarema bokware. Mare ore bokware, ure toreduje muguiagu tuwie apo",False
Mateus,22,26,Rekodajiwu ure ino jamedu; ia rekodajiwu ure ino pugeje jamedu. Oinore ure ino jii eiamedu boeji,False
Mateus,22,27,Dukejere icare cewu aredu bokware jamedu,False
Mateus,22,28,"Ica, eewodu keje, kakoduwuba oredujemode cewu aredu? Mare paga karega, eiamedu mugure apo",False
Mateus,22,29,"Jesus akore ei: - Tawogware boeto, takare bapera atugo pawuje. Takare Pao ro raka pawuje jamedu",False
Mateus,22,30,"Ica: Boe eewodu keje, ime etuwiremoduka, areme etugogemodukare jamedu, mare erumode nono Pao o tupadoge pemegarewugere baru tada",False
Mateus,22,31,"Kode, nowu boe eewodumodedu, tamagokare bapera atugoji: 32”Abração aiwu Aroe Eimejeranure imi, Isaac aiwu Aroe Eimejeranure imi, Jacó aiwu Aroe Eimejeranure imi” (Ex 3,6)? Aró, kode, bireuge etaiwu Aroe Eimejera karega, mare jerewuge etaiwu Aroe Eimejeranure ema",False
Mateus,22,33,"Tumearudui awu bataru jitu keje, boe eebogodu kuricigore. Boe eroiagudu ema remawu",False
Mateus,22,34,"Fariseudog ei boe pa Jesus ui saduceudoge ekeru kadodu jitu keje, ere tudo pui",False
Mateus,22,35,"Dukejere ia emage ia joruduwarewu unoragodure Jesus ji toebato dutabo ji, akore",False
Mateus,22,36,"Cegimejera, Kakoduwu Pao o boe eroiagudu ema remawu rema?",False
Mateus,22,37,"Jesus akore: - Amearudu kurido Pao Aroe Eimejeraji awabo jamedu tabo, akaroe jamedu tabo, ameardae jamedu tabo” (Deut 6,5",False
Mateus,22,38,Awure Pao o boe eroiagudu ema remawu boetojiwu rema,False
Mateus,22,39,"Rekodajiwu ure nono boetojiwu reore: “Amearudu kurimode ameduiaji nono amearudu kuri magai ai du reore” (Lev 19,18",False
Mateus,22,40,Awu Pao batarui pobe oinodu boe eroiagudu jamedu boe ure to pui nono. Jesus unorai boei Messias jiboe jitu,False
Mateus,22,41,"Fariseudoge ere tudo pui. Dukejere icare Jesus unoragodure ei, akore ei",False
Mateus,22,42,Inoba tameardaere Messiasji? Ioguduba onaregeduba? Egore: - Davi Onaregedu,False
Mateus,22,43,"Jesus makore pugeje, akore: - Kode, kodiba Davi, tumagoi Aroe Pemegarewu koia, akore: 44”Pagimejera akore ikimejeraji: Amugudo ikana pemegerewu jaogwai jii, ii onare aiwuge ewu awure kuda du kae” (Sl 109,1)?",False
Mateus,22,45,"Kode, Davi akore tugimejeraie, kode, kodiba icare onaregedumode ema?",False
