id	section	title	speaker	translator	source_number	translation_number	source	reviewed	portuguese	editorial_note
BOR-CORBO-BOE-02-042	2	AREDU RO AKO BOE	Antônio Kanajó	Teodoro Clementino Marege Eceba	42	42	Jorduwarewudo akore: “Iwigodu nure, oino, iwogagodu nure, iwoga nure tabiji, iwoga nure apiji”. Oino tonaregeduji, oino torei.		Aquela que sabe diz que: “Estou morrendo aos poucos”, assim, morrendo, está se acabando, “Estou acabando para vocês, assim, estou morrendo de vocês”, assim, ela fala, assim, que está morrendo, assim, para o filho e para os filhos.	
BOR-CORBO-BOE-02-043	2	AREDU RO AKO BOE	Antônio Kanajó	Teodoro Clementino Marege Eceba	43	43	Oinore boe egore tubegagodu tabo, tubegagodu keje, tuwigodu keje, taguru akedu keje, Ica.		Assim que a gente fala quando está velho, quando está velho, quando está morrendo, quando está se acabando.	
BOR-CORBO-BOE-03-001	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	01	01	Boe egore: “Imedu”, oino. “Imedu, arduwado, aroiwado, akagoiwado”.		A gente fala: “Meu filho”, assim, “Meu filho saiba fazer as coisas, saiba falar.”	
BOR-CORBO-BOE-03-002	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	02	02	Oinore boe egore, oinore boe egore:		Assim que a gente fala, assim que a gente fala.	
BOR-CORBO-BOE-03-003	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	03	03	“Amago pemegado, amago jetorodo, boe emearutoruwo ai, boe ataiduwo ai, boe emoduduwo ai.		“Converse bem, fale direito, para a gente ter crédito em você, para as pessoas gostarem de você, para as pessoas terem confiança em você.	
BOR-CORBO-BOE-03-004	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	04	04	Awadararodu kaba, awadaru okwarigudu kaba, akiwogu kaba, akarodu kaba, akogwarigudu kaba.		Não  minta, não fale mentira, não roube, não fuxique, não comente coisas ruins.	
BOR-CORBO-BOE-03-005	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	05	05	Boe ekodu kagirimode ai, boe epegamode ai.		As pessoas vão ficar com raiva de você, as pessoas vão ficar ruins com você.	
BOR-CORBO-BOE-03-006	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	06	06	Mare amago pemegamode, awadaru pemegamode, aro pemegamode dukeje, boe epemegamode ai.		Mas fale bem, fale direito, se você falar bem as pessoas vão falar bem de você.	
BOR-CORBO-BOE-03-007	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	07	07	Dukeje boe emearutorumode ai, dukeje boe emago pemegamode ai.		Aí a gente vão acreditar em você, aí as pessoas vão falar bem de você.	
BOR-CORBO-BOE-03-008	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	08	08	Boe egomode: “Ah! jewure pemegare, jewure ro pemegare, jewure bataru pemegare, nowu ure boe ekuno, ure boe enogwagedo.		As pessoas vão falar: ‘Aquele que é bom, esse que faz direito, aquele que fala direito, esse que dá as coisas, dá de comer às pessoas.	
BOR-CORBO-BOE-03-009	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	09	09	Ure ia toro ia toro, ia tuge ure maku boe etai, ure boe ekuno”.		Ele contribui com o seu trabalho, dá um objeto seu,  ele dá o seu alimento para as pessoas, ele dá as suas coisas.’	
BOR-CORBO-BOE-03-010	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	10	10	Oinore boe egore.		Assim que a gente fala.	
BOR-CORBO-BOE-03-011	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	11	11	Boe egowo oino ai, boe etaiduwo ai rugadu, boe emearutoruwo ai rugadu.		Para as pessoas falarem assim com você, para as pessoas gostarem de você mesmo, para as pessoas terem fé em você.	
BOR-CORBO-BOE-03-012	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	12	12	Boe egomode:		As pessoas vão falar:	
BOR-CORBO-BOE-03-013	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	13	13	“Ah!! Awu pemegare rugadu, awu jorduware rugadu, awu okudure boe ebo rugadu.		‘Ah! Esse que é bom mesmo, esse que sabe mesmo, esse que tem dor da gente mesmo!	
BOR-CORBO-BOE-03-014	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	14	14	Uh! Pagimejera mode ema, pagimejerawo ema, pagimejera nure ema.		Ele vai se nosso chefe, tem que ser nosso chefe, ele é nosso chefe.’	
BOR-CORBO-BOE-03-015	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	15	15	Akore oino, rore oino, pemegare, pemegare.		Assim que se faz, assim que é bom.	
BOR-CORBO-BOE-03-016	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	16	16	Oinore boe egomode ai, ainowo boe egore ai.		Assim que a gente vai falar de você, para assim  as pessoas falarem de você.	
BOR-CORBO-BOE-03-017	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	17	17	Kodire apemegado, aedorodo, ameartorudo iwadaruji, ameartorudo imagore jiboeji. Arduwo imagore jiboeji, akaregodumode imagore jiboe kae. Dukeje arduwamode.		Por isso seja bom, direito na sua vida, acredite em minhas palavras, acredite em que eu sempre falo, para você ver o que sempre falo, você vai chegar no que eu falo, aí depois você vai ver.	
BOR-CORBO-BOE-03-018	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	18	18	Awuia, ameartoru modukare imagore jiboeji, ameartoru modukare ia iwadaruji, Icarema ardumode ji, akaregodumode kae.		Assim, você não acredita em mim, você não acredita em uma das minhas palavras, e assim você vai ver, você vai chegar lá.	
BOR-CORBO-BOE-03-019	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	19	19	Akagomode:		Você vai falar:	
BOR-CORBO-BOE-03-020	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	20	20	“Ah! Cee!, boe jokoduji rabodu ioga akoino! Boe jokoduji rabodu akoino, boe jokoduji rabodu inodowu akoino”.		‘É verdade que meu pai estava falando! É verdade que ele estava falando! É verdade o que meu cunhado estava falando.’	
BOR-CORBO-BOE-03-021	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	21	21	Oino akagomode.		Assim que você vai falar.	
BOR-CORBO-BOE-03-022	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	22	22	Du kodire ardiwawo rugadu, apemegawo rugadu, imeduwo aki rugadu akoreduje pemegawo, akonaregedu pemegawo rugadu, aro pemegawo, aedori kaba.		Por isso que você tem que saber mesmo, para você ficar bom mesmo, para você ser homem mesmo, para a sua mulher ficar boa com você, para seu filho ser bom mesmo, para fazer coisas boas, não seja mesquinho..	
BOR-CORBO-BOE-03-023	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	23	23	Oinore boe egore.		Assim que a gente fala.	
BOR-CORBO-BOE-03-024	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	24	24	Oino ure, ure tonaregedu jorduwadowu, ure tonaregedu jorduwado, ure tonaregedu akoiwadowu, ure tonaregedu jorduwado.		Assim que é, assim que ensina o filho, ensina seu filho, ensina seu filho falar, que ensina o seu filho.	
BOR-CORBO-BOE-03-025	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	25	25	Dure jorduware, mare ukare oinowu rema, jorduwakare, ukare ainowu rema akoiwa kare, du boe egore:		Por isso que é sábio, mas aquele que não faz assim não sabe, se não é assim, não sabe falar nada, é assim que a gente vai falar.	
BOR-CORBO-BOE-03-026	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	26	26	“Oh! Kocare arduwa bokware. Kocare ao makokare ai, Icare ace mako kare ai, aokare arduwado, acekare arduwado”, oinore boe egore.		Ah! Como que você não sabe. Por que seu pai não falou nada com você e a sua mãe não fala com você, seu pai não te ensina, sua mãe não te ensina.	
BOR-CORBO-BOE-03-027	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	27	27	Oinore jawuge egore tore ei.		Assim que a gente fala, assim que os pais falavam com os seus filhos.	
BOR-CORBO-BOE-03-028	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	28	28	Awu jeture oino maigoduwuge rema, egokare oino, egokare oino tore ei; kodire etore epagudukare, etore emearutorukare, etore erduwakare, kabobá jibá boe epagudure, kabobá ji ba boe emeartorure. Oino.		Esses de agora não falam assim, eles não falam assim com seus filhos, por isso é que os seus filhos não têm medo. Os filhos não obedecem, os filhos não aprendem do que a gente tem medo, nem do que a gente acredita.	
BOR-CORBO-BOE-03-029	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	29	29	Egokare.		Não falam:	
BOR-CORBO-BOE-03-030	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	30	30	“Aredu, imedu, arokaba oino, akago kaba oino atu kaba toro, mato, akirimi, arokaba oino”, oino. Kodire erugodu kigodure.		“Ó meu filho, minha filha, não faça isso, não fale assim, não vá para lá. Prá cá, volta. Não faça assim.” Por isso que eles brigam.	
BOR-CORBO-BOE-03-031	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	31	31	Boe rema boe erokare oino jokodu, oino rema,		A gente não faz isso duma vez, assim mesmo.	
BOR-CORBO-BOE-03-032	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	32	32	Mare braewo emage, erduwawo brae emearudae reore rugadu.		Mas branco, os brancos prá saber, eles escutam o branco mesmo.	
BOR-CORBO-BOE-03-033	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	33	33	Mare ukare oino, erduwakare boe ero bogai, erduwakare brae ero bogai jamedu.		Mas não é assim, eles não sabem, eles não sabem as coisas dos brancos também.	
BOR-CORBO-BOE-03-034	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	34	34	Woe emadadu paga nure oino tu, etore erore, etore emagore, enogwarire, erokowodure, mare egokare: “Aro kaba oino”, oino.		Aqui eles são bobos, assim, os filhos fazem, os filhos falam e gritam, eles brincam, mas eles não falam: “Não façam assim”.	
BOR-CORBO-BOE-03-035	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	35	35	Egokare: “Mato”, oino. Egokare: “Atu kaba toro”, oino. Egokare: “Ioi”, oino, torei. Eerduwa tabo karega eedure oino.		Não falam: “Vem” assim, não falam: “Não vá para lá”.	
BOR-CORBO-BOE-03-036	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	36	36	Oino awu maiwuge, awu jeture oinowuge. Toro, mariguduwuge rema ekare oino.		Assim esses de agora, esses de agora, aqueles dos tempos antigos não eram assim.	
BOR-CORBO-BOE-03-037	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	37	37	Kodire boe etore emearutorure, boe etore epagudure. Boe etore epagudure imeduce, areduce		Por isso que as crianças obedeciam, as crianças tinham medo, as crianças tinham medo dos homens e das mulheres.	
BOR-CORBO-BOE-03-038	3	INOBA BOE ENOGITUWARE BOE ETORE EI EKODU PEMEGAWO	Antônio Kanajó	Gerson Mário Enogureu	38	38	Du oinodu karega, ure oino awu jeture oinowugece awuge epagudukare rugadu, emearutorukare rugadu. Etuwobe emagokare ei, kode etuwobe eerduwa bokwanure jamedu kodi.		Por isso que não é desse jeito, como estão as coisas agora. Agora eles não têm medo mesmo, não acreditam mesmo, os parentes deles não falam nada com eles, porque os parentes deles também não sabem nada.	
BOR-CORBO-BOE-04-001	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	01	01	Boe etore kugure ewodure nono, boe ekedure ei jii je, boe ere nugiado, kodobie tabo.		Quando as crianças nascem a gente segura até pôr na embira.	
BOR-CORBO-BOE-04-002	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	02	02	Boe erore ebo, boe egore ebo, boere etaimo, ekududo enogwagedo.		Com a embira que trabalha dorme, come, banha.	
BOR-CORBO-BOE-04-003	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	03	03	Boere ekujagudo, eejiwudo, kidoguru rogu tabo.		A gente avermelha o corpo e pinta o rosto com resina.	
BOR-CORBO-BOE-04-004	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	04	04	Icare erijodure guu, Icare emerure Icare ewoadure. Ewoadure jii boko tudu roguji, rie tudu roguji, ia boeji, ari tudu rogujii, dukeje eregodure kodorogu kae pugeje.		Então quando começam a crescer eles andam, passeiam, brincam com marmelada, com fruto de lobo e alguma coisa com fruto de marmelada crespo, depois eles vão buscar broto de palmeiras.	
BOR-CORBO-BOE-04-005	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	05	05	Pajemage ere parikiboto rogu, ere kodokora rogu towuje, ere kodorabo pitori rogu to.		Nossas mães fizeram abanadorzinho e esteira grossa e cesto pequeno.	
BOR-CORBO-BOE-04-006	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	06	06	Jii Icare erijodure, care ere tugeragu jerigiji pugeje.		Até eles crescerem, depois eles pegam lenha outra vez.	
BOR-CORBO-BOE-04-007	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	08	08	Eemarure tu meiaoe ewogai, ere etawuje, ere mugudo nono. Dure boe awadugodu tabo, bubuture toro boei boe toda, woo! Icare joru biture, jewu meiaoborireuji, mare boere tawuje rugadu, boere arego rugadu.		Procuram somente o mel. Eles tiraram e colocaram aí. Quando foi clareando choveu neles no mato. Então daí fogo apagou do mel de chupé. Assim mesmo tiraram e troxeram  mesmo: “Eis aqui, minha avó. Este aqui é da senhora”.	
BOR-CORBO-BOE-04-008	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	09	09	“a muga pega, akerogu reo, akerogu reo”. Icare ure oino rugadu. Dukeje ere kodo towuje: “Akado, jewu inodu, jewu inodu towuje, kodokora towuje akoredu kudawuce, uce kudawuce; ure beto to, ure micigu towuje”. Boe egore: “Oino irore, oinore inagore. Micigu rogure ire to, kodorabo rogure ire to, baku rogure ire to, parikiboto rogure ire to”. Boe egore cewu pitori roguji, du iera kodure ji rugadu, turijodu tabo jii je.		Então assim ficou, depois eles fizeram o banquete. Olha como é feito aquele. Faz esteira grossa para o marido dela, para a mãe dele, fez esteira. Ela fez embornal. Ela fez o cestinho. A gente diz: “Assim que eu faço, assim que eu falo. Eu iz um embornalzinho, eu fiz uma esteirinha, eu fiz uma bandejinha, eu fiz um abanadorzinho”. A gente diz para a pequena, aí ela faz mesmo enquanto vai crescendo.	
BOR-CORBO-BOE-04-009	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	10	10	Noidoiare cere kado cegeje, motorere cere kado cegeje, nowu motore kugu rogure cere ko, jewu no kodu kugu rogu cenogwagere ji jamedu.		Nós cortamos palmito de babaçu, nós cortamos macaúba para o nosso alimento. Mistura do miolo da macaúba para fazer mingau, nós comemos também a polpa de coco de babaçu..	
BOR-CORBO-BOE-04-010	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	11	11	ere amudo tu tu tu tu, cenogwagere ji. Ca.		Nós socamos a polpa e comemos dele.	
BOR-CORBO-BOE-04-011	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	12	12	Ica. Icare erijodure. Awu boe etore kugure erijodure gu, gu, gu...		Daí eles crescem, as crianças vam crescendo pouco por vez.	
BOR-CORBO-BOE-04-012	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	13	13	Icare ere tugogedo: “Akado, pawo maku je,cewu iwagududogeto. Pawo maku je,cewu apiboregeto rakudu, aroroeto rakudu. Uuu. Cewu iwagududogeto rugadu.		Depois elas se casam: “Olhem para qual clã que vamos entregar, se é iwagududoge ou se é para o clã dos apiborege, ou então para clã dos arore. É para clã dos iwagududoge mesmo.” (Quem fala é kiedu).	
BOR-CORBO-BOE-04-013	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	14	14	Ica, ukogere rugadu.		Daí está casado mesmo.	
BOR-CORBO-BOE-04-014	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	15	15	Icare oredure karo bito, barogo bito.		Depois o marido mata peixe, mata bicho.	
BOR-CORBO-BOE-04-015	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	16	16	Ure pemegado: “Muga akerogu reo, iwuri akerogu reo, iedaga pega akerogu reo, muga pega akerogu reo, marugo pega ake rogu reo. Kado pui”.		Ela prepara. “Minha mãe, esta é a sua comida ; meu irmão, esta é a sua comida; meu avô, esta é a sua comida; minha avó, esta é a sua comida, minha sogra esta é a sua comida. Repartam entre vocês”.	
BOR-CORBO-BOE-04-016	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	17	17	Uh! Oinore boe erore. Aredurogu jire inagore oino, boe ere ukogedo, maku toro, iwagududogeto rabodu jice, apiboregeto rabodu. Woje aroroeto rabodu.		Assim que a gente diz para a menina. A gente manda ela casar no clã Iwagudu ou no clã dos Apiborege, ou Aroroe. Então ela se casa.	
BOR-CORBO-BOE-04-017	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	18	18	Okogere, oredure karo bito, ure barogo bito, kudobu bito, apu bito.		O marido mata peixe, mata bicho, quati, paca.	
BOR-CORBO-BOE-04-018	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	19	19	Boe etugogere boe eejore tu wu tugoge keje. Boe etaiwokare ia bogai pugeje. Nowu boe toredu jire boe etaiwore tu je. Boe egore: “Oinore boe egore cewu tonaregedu nogwaredu roguji”. Du pemegare rugadu. Ricodure nuwu tuinodu tabo rugadu. Oinore boere.		Quando a gente tem marido, só pensa nele. Não procura outro, além dele. Presta cuidados somente a ele. A gente diz: “É isso que a agente fala para a sua filha”. É assim que está bom. E ela cresce com isso. Assim é o costume da gente.	
BOR-CORBO-BOE-04-019	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	20	20	Paje pega magere kodobie ta, ere noidoia ta, ere meiaoborireu ta. Ere boe kugudo ema, ere tugeragu jerigiga, apeoroguji. Ere apeo kugu to .		As nossas mães tiram embira, elas preparam palmito, elas preparam mel de chupé, elas preparam mingau, elas pegam lenha, coco de acuri, fazem mingau com o coco do acuri.	
BOR-CORBO-BOE-04-020	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	21	21	Icare ere maku toro baito. Nowu kae apeo kugu buture, no kugu buture, noidoia kuru buture toro baito.		Eles mandam lá paro o baito. E lá que vai a polpa coco de acuri, de babaçu, a sopa de palmito.	
BOR-CORBO-BOE-04-021	4	AREDU RO AKO BOE	Maria Aroe Toro	Maria Trindade Tuboregiri	22	22	Boe eerdure jiboe jamedu rogu boe, boere maku toro baito. Oino pugeje ere oino kimo...		Tudo o que se encontra é mandado para o centro comunitário, e ainda é assim.	
BOR-CORBO-BOE-05-001	5	BOE AREDU OKITUWAI TONAREGEDU JITU	Maria Aroe Toro	Maria Trindade Tuboregiri	01	01	Imuga makore ii ipemegawo, ioruduiwawo, ioruduiwawo oino boe eedaji, boe emugaji, boe enogwagere jiboeji, ikodure ji rugadu, ikodure ji, ire noidoia ko, ire noidoia ta, ire butudo baito. Ire motore ta, kuru buture baito.		Minha mãe me aconselhou assim, para ser boa e para mim aprender as coisas, para mim saber o lugar certo das pessoas, o lugar que devem ocupar, o que os bororos comem, e eu segui a risca  isso. Eu comia palmito, eu tirava palmito, mandava palmito para o para a  casa das almas. Eu tirava o miolo do talo de mavaúba refresco dele para a casa das almas.	
BOR-CORBO-BOE-05-002	5	BOE AREDU OKITUWAI TONAREGEDU JITU	Maria Aroe Toro	Maria Trindade Tuboregiri	02	02	Muga makore ii kodi, mugare ioruduiwado irowo oino kodi.		Porque minha mãe me ordenava assim, porque minha mãe me ensinava a fazer assim.	
BOR-CORBO-BOE-05-003	5	BOE AREDU OKITUWAI TONAREGEDU JITU	Maria Aroe Toro	Maria Trindade Tuboregiri	03	03	Jewu tadari rogu, jewu moto tadaboe jamedu boe ire maku toro baito.		Batata, cará, tudo que é debaixo da terra eu mandava para o baito.	
BOR-CORBO-BOE-05-004	5	BOE AREDU OKITUWAI TONAREGEDU JITU	Maria Aroe Toro	Maria Trindade Tuboregiri	04	04	Boe etuje akore: “Amugu tugudo, akaba ae bu kuri kuri kuri boe awadu kae.		A mãe da gente dizia: “Fique quieta, não saia toda hora fora de casa.	
BOR-CORBO-BOE-05-005	5	BOE AREDU OKITUWAI TONAREGEDU JITU	Maria Aroe Toro	Maria Trindade Tuboregiri	05	05	Akaiwodo oino kuri je atui bakuje biji du kae; akaiwodo kuri awureji jice ba aiado.		Olhe perto, ao seu redor quando sair para fora, olhe para seus pés até chegar ao centro da casa.	
BOR-CORBO-BOE-05-006	5	BOE AREDU OKITUWAI TONAREGEDU JITU	Maria Aroe Toro	Maria Trindade Tuboregiri	06	06	Ameduia kigodu kaba amedagewu emode akaora pegado”. Oino boe etuje akore boei.		Não acompanhe as suas companheiras, que elas vão desviar a sua cabeça”. Assim que a mãe da gente fala para agente.	
BOR-CORBO-BOE-05-007	5	BOE AREDU OKITUWAI TONAREGEDU JITU	Maria Aroe Toro	Maria Trindade Tuboregiri	07	07	Imuga kaie unure pá oino ieji, ierare pá oino ieji itaora pega kawo, iedorowo rugadu du bogaire muga roino ii.		A minha mãe  não bateu com a mão no meu rosto para ficar eu com a cabeça ruim, mas ela fazia assim para eu andar direito mesmo.	
BOR-CORBO-BOE-05-008	5	BOE AREDU OKITUWAI TONAREGEDU JITU	Maria Aroe Toro	Maria Trindade Tuboregiri	08	08	Imuga aidure itaiwowo iwureje kuri jice ii imugudo du kae.		Minha mãe queria que eu olhasse para os meus pés quando ia até chegar no lugar de me sentar.	
BOR-CORBO-BOE-05-009	5	BOE AREDU OKITUWAI TONAREGEDU JITU	Maria Aroe Toro	Maria Trindade Tuboregiri	09	09	Ituwo woje bakujebiji, aidukare imeduiawo boimuga apore iture toro bakujebiji ikigurudu kae.		Ela não queria que eu fosse no mato com má companhia. Quando eu ia no mato urinar eu ia com a minha  mãe.	
BOR-CORBO-BOE-05-010	5	BOE AREDU OKITUWAI TONAREGEDU JITU	Maria Aroe Toro	Maria Trindade Tuboregiri	10	10	Itumode woje baito irawo, du iture imuga apo rugadu, muga kudawu jire ikedure .		Quando ia para a casa central para cantar, eu ia com a minha mãe mesmo, segurando a  saia da  minha mãe..	
BOR-CORBO-BOE-05-011	5	BOE AREDU OKITUWAI TONAREGEDU JITU	Maria Aroe Toro	Maria Trindade Tuboregiri	11	11	Ire oino imuga ukudawu padu kimore ioku keje du tabo...		Fiz isto lembrando-me de quando segurava a saia de minha mãe.	
BOR-CORBO-BOE-06-001	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	01	01	Imagore itonaregedu roguji:		Eu falei com meu filho:	
BOR-CORBO-BOE-06-002	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	02	02	“A arokowodu kaba, arokowodu kaba boe etorebo.		“Meu filho não brinca, não brinca com os filhos dos outros.	
BOR-CORBO-BOE-06-003	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	03	03	Boe etore emode, boe etore erugodu mode ai.		As crianças vão, as crianças vão brigar com você.	
BOR-CORBO-BOE-06-004	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	04	04	Etokimode ai, emode boe to ai, Ca ikorigodumode awugeje, Icare imode boe ekorigo ii awugeje, tore ewugeje”.		Eles irão brigar com você, eles vão bater  eu vou brigar por causa de você, então e vou fazer os outros brigar comigo por causa de você, por causa dos filhos deles”.	
BOR-CORBO-BOE-06-005	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	05	05	Inagore itorei, itonaregeduji mare itonaregedu remawu karega. Inure rogu ricodudo, inure erijodudo, ire ricodudowu imedurogure aredurogure tu rugadu.		Eu falei com os meus filhos, com o meu filho, mas não é o meu filho verdadeiro, eu que criei ele, eu que os fiz crescer,  eu fiz crescer so um menino e uma menina.	
BOR-CORBO-BOE-06-006	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	06	06	Etuje okware marigudu epiji enorogu pitori tabo.		Faz muito tempo que a mãe deles morreu, quando eles eram muito pequenos.	
BOR-CORBO-BOE-06-007	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	07	07	Mare nowu imedurogu uce rakoje kimo, mare itaidunure ji kodire ire ikeragu ji uce piji.		Mas o menino, a mãe dele está viva ainda. Mas eu gosto dele, por isso que peguei ele da mãe dele.	
BOR-CORBO-BOE-06-008	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	08	08	Kodire, inoino jii, inoino jii.		Por isso que estou fazendo assim com eles.	
BOR-CORBO-BOE-06-009	6	BOE AREDU OKITUWAI TONAREGEDU JITU	Mazarelo Bokodori Cerewudo	Gerson Mário Enogureu	09	09	Itaidukare epegamode duji.		Eu não quero que eles fiquem ruins.	
